dataset,rows,cols,nnzs,merge-path,thread-mapped,group-mapped,minimum,elapsed,cusparse,speed-up,kernel,oracle-speed-up-kernel,oracle-speed-up
as-735_G_015,7716,7716,10919,0.0200195,0.0380859,0.033792,0.0200195,0.0200195,0.0568848,2.841469567,merge-path,merge-path,2.841469567
as-735_G_016,7716,7716,10881,0.019043,0.0371094,0.03584,0.019043,0.019043,0.0568848,2.98717639,merge-path,merge-path,2.98717639
as-735_G_017,7716,7716,10913,0.019043,0.0380859,0.036864,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
as-735_G_018,7716,7716,10926,0.0200195,0.0400391,0.036864,0.0200195,0.0200195,0.0561523,2.804880242,merge-path,merge-path,2.804880242
as-735_G_019,7716,7716,10968,0.019043,0.0380859,0.034816,0.019043,0.019043,0.0571289,2.999994749,merge-path,merge-path,2.999994749
as-735_G_020,7716,7716,11066,0.0200195,0.0388184,0.03584,0.0200195,0.0200195,0.0551758,2.7561028,merge-path,merge-path,2.7561028
as-735_G_021,7716,7716,11089,0.0200195,0.0380859,0.033792,0.0200195,0.0200195,0.0559082,2.79268713,merge-path,merge-path,2.79268713
as-735_G_022,7716,7716,11076,0.019043,0.0371094,0.033792,0.019043,0.019043,0.0529785,2.782045896,merge-path,merge-path,2.782045896
as-735_G_023,7716,7716,11086,0.019043,0.0378418,0.034816,0.019043,0.019043,0.0568848,2.98717639,merge-path,merge-path,2.98717639
as-735_G_024,7716,7716,11101,0.0180664,0.0378418,0.034816,0.0180664,0.0180664,0.0568848,3.148651641,merge-path,merge-path,3.148651641
as-735_G_025,7716,7716,10924,0.0209961,0.0378418,0.034848,0.0209961,0.0209961,0.0510254,2.430232281,merge-path,merge-path,2.430232281
as-735_G_026,7716,7716,11153,0.0200195,0.0390625,0.033792,0.0200195,0.0200195,0.060791,3.036589325,merge-path,merge-path,3.036589325
as-735_G_027,7716,7716,11133,0.0200195,0.0390625,0.03584,0.0200195,0.0200195,0.0559082,2.79268713,merge-path,merge-path,2.79268713
as-735_G_028,7716,7716,11548,0.019043,0.0380859,0.03584,0.019043,0.019043,0.0600586,3.153841307,merge-path,merge-path,3.153841307
as-735_G_029,7716,7716,11586,0.0200195,0.0368652,0.036864,0.0200195,0.0200195,0.0600586,3.000004995,merge-path,merge-path,3.000004995
as-735_G_030,7716,7716,11603,0.0200195,0.0378418,0.034816,0.0200195,0.0200195,0.059082,2.951222558,merge-path,merge-path,2.951222558
as-735_G_031,7716,7716,11593,0.0209961,0.0390625,0.03584,0.0209961,0.0209961,0.0600586,2.860464562,merge-path,merge-path,2.860464562
as-735_G_032,7716,7716,11597,0.0200195,0.0390625,0.034848,0.0200195,0.0200195,0.0571289,2.853662679,merge-path,merge-path,2.853662679
as-735_G_033,7716,7716,11639,0.019043,0.0371094,0.034816,0.019043,0.019043,0.0581055,3.051278685,merge-path,merge-path,3.051278685
as-735_G_034,7716,7716,11671,0.019043,0.0380859,0.034816,0.019043,0.019043,0.0610352,3.205125243,merge-path,merge-path,3.205125243
as-735_G_035,7716,7716,11750,0.0197754,0.0410156,0.03584,0.0197754,0.0197754,0.0588379,2.975307706,merge-path,merge-path,2.975307706
as-735_G_036,7716,7716,11739,0.0200195,0.0390625,0.036864,0.0200195,0.0200195,0.0578613,2.890247009,merge-path,merge-path,2.890247009
as-735_G_037,7716,7716,11722,0.019043,0.0368652,0.034816,0.019043,0.019043,0.0581055,3.051278685,merge-path,merge-path,3.051278685
as-735_G_038,7716,7716,11699,0.019043,0.0380859,0.036864,0.019043,0.019043,0.0578613,3.038455075,merge-path,merge-path,3.038455075
as-735_G_039,7716,7716,11711,0.0200195,0.0380859,0.03584,0.0200195,0.0200195,0.0620117,3.097564874,merge-path,merge-path,3.097564874
as-735_G_040,7716,7716,11787,0.0200195,0.0390625,0.03584,0.0200195,0.0200195,0.0610352,3.048787432,merge-path,merge-path,3.048787432
as-735_G_041,7716,7716,11787,0.0209961,0.0380859,0.037888,0.0209961,0.0209961,0.0581055,2.767442525,merge-path,merge-path,2.767442525
as-735_G_042,7716,7716,11764,0.0200195,0.0390625,0.034816,0.0200195,0.0200195,0.060791,3.036589325,merge-path,merge-path,3.036589325
as-735_G_043,7716,7716,11780,0.0200195,0.0390625,0.03584,0.0200195,0.0200195,0.0610352,3.048787432,merge-path,merge-path,3.048787432
as-735_G_044,7716,7716,11755,0.0200195,0.0380859,0.03584,0.0200195,0.0200195,0.0598145,2.987811883,merge-path,merge-path,2.987811883
as-735_G_045,7716,7716,11797,0.019043,0.0368652,0.034816,0.019043,0.019043,0.0610352,3.205125243,merge-path,merge-path,3.205125243
as-735_G_046,7716,7716,11823,0.0200195,0.0378418,0.034816,0.0200195,0.0200195,0.0600586,3.000004995,merge-path,merge-path,3.000004995
as-735_G_047,7716,7716,11851,0.0200195,0.0390625,0.03584,0.0200195,0.0200195,0.0600586,3.000004995,merge-path,merge-path,3.000004995
as-735_G_048,7716,7716,11880,0.0209961,0.0358887,0.03584,0.0209961,0.0209961,0.0600586,2.860464562,merge-path,merge-path,2.860464562
as-735_G_049,7716,7716,11868,0.0200195,0.0390625,0.036864,0.0200195,0.0200195,0.059082,2.951222558,merge-path,merge-path,2.951222558
as-735_G_050,7716,7716,11880,0.0187988,0.0368652,0.03584,0.0187988,0.0187988,0.0610352,3.246760432,merge-path,merge-path,3.246760432
as-735_G_051,7716,7716,11896,0.0200195,0.0390625,0.034816,0.0200195,0.0200195,0.0568848,2.841469567,merge-path,merge-path,2.841469567
as-735_G_052,7716,7716,11936,0.019043,0.0400391,0.034816,0.019043,0.019043,0.0581055,3.051278685,merge-path,merge-path,3.051278685
as-735_G_053,7716,7716,11848,0.0209961,0.0390625,0.03584,0.0209961,0.0209961,0.0549316,2.616276356,merge-path,merge-path,2.616276356
as-735_G_054,7716,7716,11834,0.0209961,0.0390625,0.03584,0.0209961,0.0209961,0.0578613,2.755811794,merge-path,merge-path,2.755811794
as-735_G_055,7716,7716,11710,0.0200195,0.0400391,0.036864,0.0200195,0.0200195,0.0661621,3.304882739,merge-path,merge-path,3.304882739
as-735_G_056,7716,7716,11876,0.0200195,0.0397949,0.037888,0.0200195,0.0200195,0.0620117,3.097564874,merge-path,merge-path,3.097564874
as-735_G_057,7716,7716,11886,0.0209961,0.0368652,0.03584,0.0209961,0.0209961,0.0671387,3.197674806,merge-path,merge-path,3.197674806
as-735_G_058,7716,7716,11868,0.019043,0.0390625,0.037888,0.019043,0.019043,0.0610352,3.205125243,merge-path,merge-path,3.205125243
as-735_G_059,7716,7716,11756,0.0200195,0.0400391,0.03584,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
as-735_G_060,7716,7716,12014,0.019043,0.0400391,0.036864,0.019043,0.019043,0.0610352,3.205125243,merge-path,merge-path,3.205125243
as-735_G_061,7716,7716,11883,0.0200195,0.0390625,0.03584,0.0200195,0.0200195,0.059082,2.951222558,merge-path,merge-path,2.951222558
as-735_G_062,7716,7716,11807,0.019043,0.0380859,0.03584,0.019043,0.019043,0.0568848,2.98717639,merge-path,merge-path,2.98717639
as-735_G_063,7716,7716,11752,0.019043,0.0390625,0.03584,0.019043,0.019043,0.0598145,3.141022948,merge-path,merge-path,3.141022948
as-735_G_064,7716,7716,11711,0.019043,0.0390625,0.03584,0.019043,0.019043,0.0559082,2.935892454,merge-path,merge-path,2.935892454
as-735_G_065,7716,7716,11772,0.0200195,0.0390625,0.038912,0.0200195,0.0200195,0.0578613,2.890247009,merge-path,merge-path,2.890247009
as-735_G_066,7716,7716,11823,0.0187988,0.0378418,0.036864,0.0187988,0.0187988,0.059082,3.142860183,merge-path,merge-path,3.142860183
as-735_G_067,7716,7716,11869,0.0200195,0.0400391,0.036864,0.0200195,0.0200195,0.0571289,2.853662679,merge-path,merge-path,2.853662679
as-735_G_068,7716,7716,11895,0.0200195,0.0388184,0.03584,0.0200195,0.0200195,0.0581055,2.902445116,merge-path,merge-path,2.902445116
as-735_G_069,7716,7716,11893,0.0209961,0.0390625,0.034816,0.0209961,0.0209961,0.059082,2.813951162,merge-path,merge-path,2.813951162
as-735_G_070,7716,7716,11913,0.0200195,0.0410156,0.03584,0.0200195,0.0200195,0.0561523,2.804880242,merge-path,merge-path,2.804880242
as-735_G_071,7716,7716,11910,0.019043,0.0390625,0.038912,0.019043,0.019043,0.0600586,3.153841307,merge-path,merge-path,3.153841307
as-735_G_072,7716,7716,11926,0.0209961,0.0400391,0.036864,0.0209961,0.0209961,0.0600586,2.860464562,merge-path,merge-path,2.860464562
as-735_G_073,7716,7716,11890,0.0200195,0.0390625,0.038912,0.0200195,0.0200195,0.0620117,3.097564874,merge-path,merge-path,3.097564874
as-735_G_074,7716,7716,11922,0.0200195,0.0390625,0.037888,0.0200195,0.0200195,0.0578613,2.890247009,merge-path,merge-path,2.890247009
as-735_G_075,7716,7716,12000,0.0180664,0.0410156,0.037888,0.0180664,0.0180664,0.0588379,3.256758402,merge-path,merge-path,3.256758402
as-735_G_076,7716,7716,12043,0.019043,0.0390625,0.03584,0.019043,0.019043,0.0620117,3.256403928,merge-path,merge-path,3.256403928
as-735_G_077,7716,7716,12073,0.0200195,0.0400391,0.03584,0.0200195,0.0200195,0.0578613,2.890247009,merge-path,merge-path,2.890247009
as-735_G_078,7716,7716,12080,0.0180664,0.0390625,0.036864,0.0180664,0.0180664,0.060791,3.364865164,merge-path,merge-path,3.364865164
as-735_G_079,7716,7716,12055,0.0187988,0.0388184,0.037888,0.0187988,0.0187988,0.0581055,3.090915378,merge-path,merge-path,3.090915378
as-735_G_080,7716,7716,12133,0.019043,0.0390625,0.036864,0.019043,0.019043,0.060791,3.192301633,merge-path,merge-path,3.192301633
as-735_G_081,7716,7716,12178,0.0187988,0.0397949,0.038912,0.0187988,0.0187988,0.0600586,3.194810307,merge-path,merge-path,3.194810307
as-735_G_082,7716,7716,12289,0.0197754,0.0419922,0.036864,0.0197754,0.0197754,0.0581055,2.938271792,merge-path,merge-path,2.938271792
as-735_G_083,7716,7716,12309,0.019043,0.0400391,0.038912,0.019043,0.019043,0.0561523,2.948710812,merge-path,merge-path,2.948710812
as-735_G_084,7716,7716,12236,0.019043,0.0422363,0.036864,0.019043,0.019043,0.0598145,3.141022948,merge-path,merge-path,3.141022948
as-735_G_085,7716,7716,12304,0.0197754,0.0388184,0.037888,0.0197754,0.0197754,0.0529785,2.679010286,merge-path,merge-path,2.679010286
as-735_G_086,7716,7716,12235,0.0200195,0.0419922,0.039936,0.0200195,0.0200195,0.0559082,2.79268713,merge-path,merge-path,2.79268713
as-735_G_087,7716,7716,12158,0.019043,0.0410156,0.039936,0.019043,0.019043,0.0620117,3.256403928,merge-path,merge-path,3.256403928
as-735_G_088,7716,7716,12296,0.0200195,0.0429688,0.037888,0.0200195,0.0200195,0.0559082,2.79268713,merge-path,merge-path,2.79268713
as-735_G_089,7716,7716,12223,0.019043,0.0410156,0.039936,0.019043,0.019043,0.0539551,2.833329832,merge-path,merge-path,2.833329832
as-735_G_090,7716,7716,12400,0.0200195,0.0390625,0.038912,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
as-735_G_091,7716,7716,12371,0.0200195,0.0410156,0.039936,0.0200195,0.0200195,0.052002,2.597567372,merge-path,merge-path,2.597567372
as-735_G_092,7716,7716,12393,0.019043,0.0410156,0.036864,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
as-735_G_093,7716,7716,12396,0.019043,0.0400391,0.037888,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
as-735_G_094,7716,7716,12429,0.019043,0.0410156,0.036864,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
as-735_G_095,7716,7716,12418,0.0200195,0.0419922,0.038912,0.0200195,0.0200195,0.0549316,2.743904693,merge-path,merge-path,2.743904693
as-735_G_096,7716,7716,12465,0.019043,0.0410156,0.037888,0.019043,0.019043,0.0549316,2.884608518,merge-path,merge-path,2.884608518
as-735_G_097,7716,7716,12510,0.0200195,0.0400391,0.037888,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
as-735_G_098,7716,7716,12319,0.019043,0.0410156,0.038912,0.019043,0.019043,0.0529785,2.782045896,merge-path,merge-path,2.782045896
as-735_G_099,7716,7716,12214,0.0200195,0.0378418,0.037888,0.0200195,0.0200195,0.0568848,2.841469567,merge-path,merge-path,2.841469567
as-735_G_100,7716,7716,12655,0.019043,0.0400391,0.038912,0.019043,0.019043,0.0539551,2.833329832,merge-path,merge-path,2.833329832
as-735_G_101,7716,7716,12505,0.019043,0.0410156,0.038912,0.019043,0.019043,0.0539551,2.833329832,merge-path,merge-path,2.833329832
as-735_G_102,7716,7716,12524,0.019043,0.0407715,0.036864,0.019043,0.019043,0.0551758,2.897432127,merge-path,merge-path,2.897432127
as-735_G_103,7716,7716,12429,0.0200195,0.0410156,0.037888,0.0200195,0.0200195,0.0539551,2.695127251,merge-path,merge-path,2.695127251
as-735_G_104,7716,7716,12578,0.0209961,0.0410156,0.037888,0.0209961,0.0209961,0.0529785,2.523254319,merge-path,merge-path,2.523254319
as-735_G_105,7716,7716,12581,0.0187988,0.0410156,0.036864,0.0187988,0.0187988,0.0551758,2.935070324,merge-path,merge-path,2.935070324
as-735_G_106,7716,7716,12594,0.0197754,0.0400391,0.037888,0.0197754,0.0197754,0.0561523,2.839502614,merge-path,merge-path,2.839502614
as-735_G_107,7716,7716,12632,0.019043,0.0419922,0.039936,0.019043,0.019043,0.0539551,2.833329832,merge-path,merge-path,2.833329832
as-735_G_108,7716,7716,12632,0.0200195,0.0419922,0.038912,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
as-735_G_109,7716,7716,12671,0.0200195,0.0419922,0.037888,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
as-735_G_110,7716,7716,12750,0.0200195,0.0400391,0.03792,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
as-735_G_111,7716,7716,12758,0.019043,0.0410156,0.036864,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
as-735_G_112,7716,7716,12846,0.0187988,0.0410156,0.037888,0.0187988,0.0187988,0.052002,2.766240398,merge-path,merge-path,2.766240398
as-735_G_113,7716,7716,12767,0.019043,0.0400391,0.037888,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
as-735_G_114,7716,7716,12724,0.019043,0.0419922,0.037888,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
as-735_G_115,7716,7716,12728,0.0200195,0.0410156,0.039936,0.0200195,0.0200195,0.0588379,2.939029446,merge-path,merge-path,2.939029446
as-735_G_116,7716,7716,12761,0.019043,0.0400391,0.038912,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
as-735_G_117,7716,7716,12765,0.0209961,0.0390625,0.037888,0.0209961,0.0209961,0.0539551,2.569767719,merge-path,merge-path,2.569767719
as-735_G_118,7716,7716,12625,0.019043,0.0419922,0.04096,0.019043,0.019043,0.0529785,2.782045896,merge-path,merge-path,2.782045896
as-735_G_119,7716,7716,12651,0.019043,0.0400391,0.038912,0.019043,0.019043,0.052002,2.730767211,merge-path,merge-path,2.730767211
as-735_G_120,7716,7716,12666,0.0200195,0.0419922,0.038912,0.0200195,0.0200195,0.0549316,2.743904693,merge-path,merge-path,2.743904693
as-735_G_121,7716,7716,12513,0.0200195,0.0439453,0.038912,0.0200195,0.0200195,0.0539551,2.695127251,merge-path,merge-path,2.695127251
as-735_G_122,7716,7716,12665,0.0200195,0.0419922,0.04096,0.0200195,0.0200195,0.0551758,2.7561028,merge-path,merge-path,2.7561028
as-735_G_123,7716,7716,12734,0.0219727,0.0429688,0.039936,0.0219727,0.0219727,0.0539551,2.455551662,merge-path,merge-path,2.455551662
as-735_G_124,7716,7716,12660,0.0200195,0.0410156,0.037888,0.0200195,0.0200195,0.0532227,2.658542921,merge-path,merge-path,2.658542921
as-735_G_125,7716,7716,12757,0.0200195,0.0400391,0.037888,0.0200195,0.0200195,0.0539551,2.695127251,merge-path,merge-path,2.695127251
as-735_G_126,7716,7716,12735,0.0200195,0.0419922,0.037888,0.0200195,0.0200195,0.052002,2.597567372,merge-path,merge-path,2.597567372
as-735_G_127,7716,7716,12749,0.0200195,0.0419922,0.04096,0.0200195,0.0200195,0.0529785,2.646344814,merge-path,merge-path,2.646344814
as-735_G_128,7716,7716,12795,0.019043,0.0419922,0.038912,0.019043,0.019043,0.0529785,2.782045896,merge-path,merge-path,2.782045896
as-735_G_129,7716,7716,12823,0.0200195,0.0419922,0.041984,0.0200195,0.0200195,0.0559082,2.79268713,merge-path,merge-path,2.79268713
as-735_G_130,7716,7716,12895,0.0200195,0.0429688,0.039936,0.0200195,0.0200195,0.0510254,2.548784935,merge-path,merge-path,2.548784935
as-735_G_131,7716,7716,12920,0.019043,0.0410156,0.038912,0.019043,0.019043,0.0539551,2.833329832,merge-path,merge-path,2.833329832
as-735_G_132,7716,7716,12975,0.0222168,0.0429688,0.04096,0.0222168,0.0222168,0.0610352,2.74725433,merge-path,merge-path,2.74725433
as-735_G_133,7716,7716,12917,0.019043,0.0410156,0.04096,0.019043,0.019043,0.0488281,2.564097044,merge-path,merge-path,2.564097044
as-735_G_134,7716,7716,12919,0.0180664,0.0410156,0.038912,0.0180664,0.0180664,0.0529785,2.932432582,merge-path,merge-path,2.932432582
as-735_G_135,7716,7716,12950,0.019043,0.0429688,0.038912,0.019043,0.019043,0.0529785,2.782045896,merge-path,merge-path,2.782045896
as-735_G_136,7716,7716,13004,0.019043,0.0441895,0.039936,0.019043,0.019043,0.0539551,2.833329832,merge-path,merge-path,2.833329832
as-735_G_137,7716,7716,13060,0.0200195,0.0419922,0.039936,0.0200195,0.0200195,0.052002,2.597567372,merge-path,merge-path,2.597567372
as-735_G_138,7716,7716,13089,0.0200195,0.0429688,0.03888,0.0200195,0.0200195,0.0571289,2.853662679,merge-path,merge-path,2.853662679
as-735_G_139,7716,7716,13104,0.0187988,0.0441895,0.038912,0.0187988,0.0187988,0.0551758,2.935070324,merge-path,merge-path,2.935070324
as-735_G_140,7716,7716,13144,0.0200195,0.0429688,0.038912,0.0200195,0.0200195,0.0559082,2.79268713,merge-path,merge-path,2.79268713
as-735_G_141,7716,7716,13167,0.0258789,0.0439453,0.038912,0.0258789,0.0258789,0.052002,2.009436259,merge-path,merge-path,2.009436259
as-735_G_142,7716,7716,13180,0.0200195,0.0429688,0.038912,0.0200195,0.0200195,0.0549316,2.743904693,merge-path,merge-path,2.743904693
as-735_G_143,7716,7716,13126,0.019043,0.0419922,0.039936,0.019043,0.019043,0.0559082,2.935892454,merge-path,merge-path,2.935892454
as-735_G_144,7716,7716,13215,0.0200195,0.0429688,0.038912,0.0200195,0.0200195,0.0559082,2.79268713,merge-path,merge-path,2.79268713
as-735_G_145,7716,7716,13221,0.0219727,0.0429688,0.038912,0.0219727,0.0219727,0.0639648,2.911103324,merge-path,merge-path,2.911103324
as-735_G_146,7716,7716,13285,0.019043,0.0429688,0.039968,0.019043,0.019043,0.0510254,2.679483275,merge-path,merge-path,2.679483275
as-735_G_147,7716,7716,13284,0.0187988,0.0429688,0.04096,0.0187988,0.0187988,0.0649414,3.45455029,merge-path,merge-path,3.45455029
as-735_G_148,7716,7716,13265,0.0200195,0.0439453,0.039936,0.0200195,0.0200195,0.0568848,2.841469567,merge-path,merge-path,2.841469567
as-735_G_149,7716,7716,12328,0.0200195,0.0419922,0.043008,0.0200195,0.0200195,0.0568848,2.841469567,merge-path,merge-path,2.841469567
as-735_G_150,7716,7716,13393,0.0200195,0.0410156,0.038912,0.0200195,0.0200195,0.0581055,2.902445116,merge-path,merge-path,2.902445116
as-735_G_151,7716,7716,13432,0.019043,0.0419922,0.039936,0.019043,0.019043,0.0568848,2.98717639,merge-path,merge-path,2.98717639
as-735_G_152,7716,7716,13475,0.019043,0.0429688,0.039936,0.019043,0.019043,0.0571289,2.999994749,merge-path,merge-path,2.999994749
as-735_G_153,7716,7716,13379,0.0200195,0.0439453,0.038944,0.0200195,0.0200195,0.0568848,2.841469567,merge-path,merge-path,2.841469567
as-735_G_154,7716,7716,13412,0.0209961,0.0429688,0.039936,0.0209961,0.0209961,0.0578613,2.755811794,merge-path,merge-path,2.755811794
as-735_G_155,7716,7716,13444,0.0209961,0.0439453,0.039936,0.0209961,0.0209961,0.0551758,2.627907088,merge-path,merge-path,2.627907088
